scores,actual_label
0.9572782720188348,1
0.94924760978382,1
0.9481627113220248,1
0.9762915676066676,1
0.9256371607306172,1
0.9412452156697476,1
0.9576336763704004,1
0.9416506020279902,1
0.9781280273907118,1
0.9908169941423284,1
0.9679540573177364,1
0.9252618663612396,1
0.9414055537876056,1
0.9251712357714243,1
0.979734054882772,1
0.918187002840308,1
0.9581499036032808,1
0.9987855481822778,1
0.9221139287641992,1
0.9021311563078364,1
0.959134869520826,1
0.9488401216018494,1
0.9970272705368074,1
0.9630595229225576,1
0.9933549555448228,1
0.9042790805151047,1
0.9847014334056546,1
0.9634719076257566,1
0.91867006484853,1
0.9615921327576918,1
0.9284875256196756,1
0.9363228664685348,1
0.9754931823445796,1
0.9529323090031888,1
0.9072773668573528,1
0.9545434176313254,1
0.953621556188378,1
0.9017738771496489,1
0.9896785422522064,1
0.914735585382382,1
0.9190060311367168,1
0.9719118955499532,1
0.9353412367665712,1
0.9402319065653718,1
0.9684960143219079,1
0.9648928276848996,1
0.9065948253011916,1
0.9831433267059436,1
0.9133889770864154,1
0.9054796700086962,1
0.9283652566884804,1
0.9294198453107088,1
0.9037847345385068,1
0.9187829882603908,1
0.9807392986191916,1
0.9514329710283258,1
0.9596377622025865,1
0.9403414504392388,1
0.9488696732953276,1
0.9641966638292696,1
0.9397880740561212,1
0.905914402946989,1
0.9233611088999781,1
0.9389997223311538,1
0.9196878716683154,1
0.978639121145832,1
0.9344147009383772,1
0.9682417056868048,1
0.9456317253496908,1
0.9064756564960436,1
0.9268129518589406,1
0.9099722350409782,1
0.9542290295112748,1
0.9121995517035806,1
0.9982594559028664,1
0.945821183736788,1
0.96945665777379,1
0.931940123517624,1
0.9103996135875428,1
0.9078328390027824,1
0.926295441236696,1
0.9625263456320654,1
0.9009995136582959,1
0.9408885703167597,1
0.994402580233298,1
0.9111452981899348,1
0.9883163820671271,1
0.9862688645992874,1
0.9379054453416164,1
0.9047067607305512,1
0.9946980267238488,1
0.9284629549031712,1
0.9542404888081442,1
0.9752754843255153,1
0.9737185815859604,1
0.9573276923424029,1
0.9484699889499576,1
0.9269354149416849,1
0.966935404422152,1
0.9398828790042142,1
0.9782098708350474,1
0.9094252387691788,1
0.9739635012327462,1
0.9019086505824776,1
0.926867740929238,1
0.9979600789431136,1
0.9259458014757108,1
0.9241875652170464,1
0.9221960103925496,1
0.9163196377234686,1
0.9796267212513904,1
0.9160080661782956,1
0.9828814128064304,1
0.9681680485627568,1
0.972897044151193,1
0.9667475308998512,1
0.9446542019786909,1
0.9273125988121288,1
0.9865509833022784,1
0.97624752255651,1
0.9144912262301099,1
0.949535260573032,1
0.996141536938064,1
0.9574745487784896,1
0.9653628396042468,1
0.9145762264326666,1
0.9740412521501124,1
0.9579526464194932,1
0.9325086462993492,1
0.9726905808873882,1
0.9794927551917284,1
0.9081961471043188,1
0.9182532274093098,1
0.9180381003759946,1
0.9729646899527926,1
0.9199626514037496,1
0.9411622464267873,1
0.9004690828239752,1
0.9390956536216984,1
0.9803011521208408,1
0.9844146664577692,1
0.9176066033282017,1
0.9703508246718384,1
0.9312217403495244,1
0.952512182322622,1
0.9612604706646792,1
0.9590841231068704,1
0.9981901154645751,1
0.9451473933771866,1
0.9729923814499208,1
0.8313513311988043,1
0.8802465020249929,1
0.8030521012899584,1
0.8017785791398518,1
0.8687807322882242,1
0.8685996141990623,1
0.8645068125059817,1
0.8307597790796106,1
0.8542104283197651,1
0.8442753983497945,1
0.8926191191437401,1
0.8779001141962379,1
0.8509559198628267,1
0.8750210582655314,1
0.8439834938157769,1
0.8457035999742131,1
0.8262458264785015,1
0.8121953825949596,1
0.8379411895468791,1
0.8307041635913548,1
0.8625283116278085,1
0.8483235401992317,1
0.8093257266433962,1
0.8141548119310997,1
0.8872248377234471,1
0.8354925584967294,1
0.8223395404133778,1
0.8959956889069836,1
0.8768704105695714,1
0.8547943525026888,1
0.8873658843920916,1
0.8940113474113991,1
0.8258062150273775,1
0.8271477090549391,1
0.8898017190994794,1
0.835016954976438,1
0.8746091528036466,1
0.8182844237968122,1
0.8539664463594566,1
0.8479478813548131,1
0.8377634982109105,1
0.8109388203971404,1
0.8463882631940051,1
0.8632514828077688,1
0.8787316797263762,1
0.8791618320219006,1
0.8564368704908539,1
0.8056880702336084,1
0.8274054699579809,1
0.8662714069395059,1
0.8341821638692114,1
0.8712767897971686,1
0.8351357762225814,1
0.8338783584800794,1
0.8096581351968758,1
0.8530499323059909,1
0.8169257548808521,1
0.8816324836578441,1
0.895302495236271,1
0.8420014376307606,1
0.8383924304422283,1
0.8051717264720464,1
0.8971030471557606,1
0.8544904746276694,1
0.8642978904600526,1
0.8745359144280586,1
0.8160190996615394,1
0.8459286309979542,1
0.8382931525986895,1
0.8764173811049115,1
0.8263742384570542,1
0.8403609148954752,1
0.8505584518181175,1
0.8120025363144608,1
0.8879935081914356,1
0.7847941298098521,1
0.7701082965813265,1
0.7942675838127229,1
0.7108324094628584,1
0.7394107201223871,1
0.745093609542863,1
0.7848113529214917,1
0.7157882705310648,1
0.7041032932772598,1
0.7840859205162343,1
0.7855478416607276,1
0.7659732231939309,1
0.7648448716969738,1
0.7881650486108172,1
0.7107892464132399,1
0.7673005260331367,1
0.7690791638655807,1
0.7215992397565498,1
0.7964926579330399,1
0.7025362813429955,1
0.7510238058247116,1
0.7318968233114838,1
0.7984622886451969,1
0.7086222414070505,1
0.7734859753555682,1
0.7123688375523058,1
0.7271533322256812,1
0.7256469883719927,1
0.7199732723363655,1
0.7937042159747169,1
0.7350119682534662,1
0.7713318729104457,1
0.7045092633372054,1
0.7631834612372272,1
0.7033453163268704,1
0.7916420427566941,1
0.7557227021477608,1
0.7959822164979088,1
0.7715145806784048,1
0.7541078092504034,1
0.7511709324297731,1
0.7857994112013386,1
0.7403338507783626,1
0.7219595644301129,1
0.7168094487325262,1
0.7421041872722514,1
0.7303179590500248,1
0.7423398694185978,1
0.7567176135301985,1
0.7389429439528754,1
0.6959710016576964,1
0.5504189595488927,1
0.6839625091677548,1
0.5816461155110927,1
0.6033319065353561,1
0.6579441448698797,1
0.5310973538985971,1
0.5584344747798107,1
0.6813914172640605,1
0.5367912605258239,1
0.6351987834743325,1
0.515741962261958,1
0.5217791712223075,1
0.6221411184090107,1
0.6015347904555122,1
0.6631973895909973,1
0.6389995654793603,1
0.6376853053378366,1
0.5712900267741328,1
0.5161355944776144,1
